Exported on 2026-03-20 20:04 with SMS Exporter android app https://smartpositive.com/sms-exporter


Date,Time,Direction,Contact,Phone,Content,Type
2024-06-07,10:44:12,Received,MobileMoney,MobileMoney,Solde Courant: 10427 FCFA ; Solde disponible: 10427 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-07,10:44:55,Received,MobileMoney,MobileMoney,Transfert de 7700 FCFA effectue avec succes a KLOUVIS TAHKEPE MANDZE (237677141177) le 2024-06-07 10:44:56. FRAIS 65 FCFA. transaction Id: 9147903462. Reference: 1. Nouveau solde est: 2662 FCFA.  Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp 650528787.,SMS
2024-06-07,15:02:56,Received,MobileMoney,MobileMoney,An adjustment has been made and 100 XAF has been withdrawn from your mobile money account 46712858 at 2024-06-07 15:02:55. Your new balance: 2562 XAF. Message: MOMO GIFT CAMPAIGN RECOVERY. Financial Transaction Id: 9150030484.,SMS
2024-06-07,15:29:38,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-07 15:29:04. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 2462 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9150267223. Id de transaction externe : 4303338236583310845. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-07,17:34:29,Received,MobileMoney,MobileMoney,Transfert de 2100 FCFA effectue avec succes a NALOVA NAWA FAVOUR (237650815419) le 2024-06-07 17:34:30. FRAIS 54 FCFA. transaction Id: 9151361235. Reference: 1. Nouveau solde est: 308 FCFA.  Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp 650528787.,SMS
2024-06-07,19:44:01,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-07 19:43:24. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 208 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9152604816. Id de transaction externe : 2806896985685187502. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-08,16:44:00,Received,MobileMoney,MobileMoney,Solde Courant: 108 FCFA ; Solde disponible: 108 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-08,16:47:07,Received,MobileMoney,MobileMoney,Solde Courant: 108 FCFA ; Solde disponible: 108 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-08,17:05:59,Received,MobileMoney,MobileMoney,Solde Courant: 108 FCFA ; Solde disponible: 108 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-08,17:14:30,Received,MobileMoney,MobileMoney,Solde Courant: 108 FCFA ; Solde disponible: 108 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-08,17:15:22,Received,MobileMoney,MobileMoney,Solde Courant: 108 FCFA ; Solde disponible: 108 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-08,17:24:30,Received,MobileMoney,MobileMoney,Solde Courant: 108 FCFA ; Solde disponible: 108 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-08,17:25:46,Received,MobileMoney,MobileMoney,Solde Courant: 108 FCFA ; Solde disponible: 108 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-08,17:27:07,Received,MobileMoney,MobileMoney,Vous avez recu 8000 XAF de IDA FALONE KENFACK (237681965784) sur votre compte mobile money à 2024-06-08 17:27:09. Message de l'expéditeur: d. Votre nouveau solde: 8108 XAF. FRAIS: FCFA 0. Financial Transaction Id: 9159280098.,SMS
2024-06-08,19:04:14,Received,MobileMoney,MobileMoney,Transfert de 2600 FCFA effectue avec succes a DORIS PONATIH (237650187750) le 2024-06-08 19:04:10. FRAIS 55 FCFA. transaction Id: 9160159101. Reference: 1. Nouveau solde est: 5453 FCFA.  Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp 650528787.,SMS
2024-06-10,13:05:00,Received,MobileMoney,MobileMoney,Solde Courant: 5453 FCFA ; Solde disponible: 5453 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-10,13:10:02,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-10 13:09:42. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 5353 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9172825470. Id de transaction externe : 1711052006851970348. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-10,13:18:39,Received,MobileMoney,MobileMoney,Solde Courant: 5353 FCFA ; Solde disponible: 5353 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-10,13:52:24,Received,MobileMoney,MobileMoney,Transfert de 2100 FCFA effectue avec succes a ADAMU NKWAWIR (237677387324) le 2024-06-10 13:52:23. FRAIS 54 FCFA. transaction Id: 9173153154. Reference: 1. Nouveau solde est: 3199 FCFA.  Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp 650528787.,SMS
2024-06-11,18:08:56,Received,MobileMoney,MobileMoney,Solde Courant: 3199 FCFA ; Solde disponible: 3199 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-11,23:06:13,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-11 22:52:35. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 3099 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9185885293. Id de transaction externe : 8807465492096393755. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-12,06:46:02,Received,MobileMoney,MobileMoney,Solde Courant: 3099 FCFA ; Solde disponible: 3099 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-12,20:15:27,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-12 20:15:00. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 2999 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9193066938. Id de transaction externe : 974022991767184991. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-13,08:56:15,Received,MobileMoney,MobileMoney,Transfert de 550 FCFA effectue avec succes a EVELYNE YAAH FINILA (237676421818) le 2024-06-13 08:56:12. FRAIS 0 FCFA. transaction Id: 9195561204. Reference: 1. Nouveau solde est: 2449 FCFA.  Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp 650528787.,SMS
2024-06-13,15:31:22,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-13 15:30:56. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 2349 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9198584248. Id de transaction externe : 6786136274299567172. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-13,19:07:29,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-13 19:06:53. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 2249 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9200512368. Id de transaction externe : 2140946719705773475. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-13,20:52:03,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-13 20:51:27. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 2149 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9201516760. Id de transaction externe : 190430885866472723. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-14,00:08:05,Received,MobileMoney,MobileMoney,"Hello, the transaction with amount 100 XAF for MTNC BUNDLES_FORFAITS   (MTN_Bundles) with message:  failed at 2024-06-14 00:08:05 .Please check your balance or contact system admin for the cause. Financial Transaction Id: 9193087617. External Transaction Id: 7340017881398725130.",SMS
2024-06-14,12:27:38,Received,MobileMoney,MobileMoney,Vous avez recu 10000 XAF de INASCO MOUNGO JUDITH NJOMMENIE TRIYA sur votre compte Mobile Money 2024-06-14 12:27:36. Message de l'expediteur: . Votre nouveau solde est de 12049 FCFA. Frais: 0 XAF. Transaction ID: 9205293842. Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp 650528787.,SMS
2024-06-14,21:06:21,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-14 21:05:59. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 11949 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9209713358. Id de transaction externe : 4156329674819429108. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-15,10:32:41,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-15 10:32:19. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 11849 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9212659003. Id de transaction externe : 3594505293740049487. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-15,12:59:57,Received,MobileMoney,MobileMoney,Solde Courant: 11849 FCFA ; Solde disponible: 11849 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-15,14:30:50,Received,MobileMoney,MobileMoney,"Vous, ZACHARY NYANGOH MANDZE (237677734490) avez effectue avec succes le retrait de 11000 FCFA de votre compte mobile money, chez JULIE NUBIHA TANDAG (237679882210) le 2024-06-15 14:30:49. transaction Id: 9214584708. Votre nouveau solde: 629 XAF. Frais: 220 XAF. Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp 650528787.",SMS
2024-06-16,19:57:04,Received,MobileMoney,MobileMoney,Solde Courant: 629 FCFA ; Solde disponible: 629 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-16,19:57:51,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-16 19:57:28. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 529 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9225553978. Id de transaction externe : 6031141107801335847. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-18,20:30:44,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-18 20:03:51. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 429 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9241478251. Id de transaction externe : 7324453476418870447. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-18,20:53:57,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-18 20:50:09. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 329 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9241890720. Id de transaction externe : 4304522032367931884. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-19,19:09:42,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-19 19:09:20. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 229 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9249047483. Id de transaction externe : 2210199960449028273. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-19,19:20:39,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-19 19:20:17. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 129 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9249162073. Id de transaction externe : 6566324429454150463. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-19,21:53:20,Received,MobileMoney,MobileMoney,Solde Courant: 129 FCFA ; Solde disponible: 129 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-20,18:15:07,Received,MobileMoney,MobileMoney,Solde Courant: 129 FCFA ; Solde disponible: 129 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-20,19:59:12,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-20 19:58:48. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 29 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9257500343. Id de transaction externe : 1983894978138873885. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-21,05:11:43,Received,MobileMoney,MobileMoney,Solde Courant: 29 FCFA ; Solde disponible: 29 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-21,10:23:12,Received,MobileMoney,MobileMoney,Solde Courant: 29 FCFA ; Solde disponible: 29 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-21,12:37:51,Received,MobileMoney,MobileMoney,Solde Courant: 29 FCFA ; Solde disponible: 29 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-21,16:51:41,Received,MobileMoney,MobileMoney,Vous avez recu 800 XAF de PAUL KAMGA MUWUH sur votre compte Mobile Money 2024-06-21 16:51:40. Message de l'expediteur: . Votre nouveau solde est de 829 FCFA. Frais: 0 XAF. Transaction ID: 9263724728. Profitez jusqu'a 200 Mo de BONUS en envoyant de l'argent a tous les operateurs avec l'application MoMo. Telechargez l'application ici sur onelink.to/8738x9. Plus d'infos au 8787 ou WhatsApp 650528787.,SMS
2024-06-21,17:10:55,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-21 17:10:17. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 729 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9263876565. Id de transaction externe : 3686971190607433592. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-21,21:44:54,Received,MobileMoney,MobileMoney,Solde Courant: 729 FCFA ; Solde disponible: 729 FCFA ; Solde Credit de communication: 0 FCFA; Cadeau MTN MoMo: 100.,SMS
2024-06-22,07:38:13,Received,MobileMoney,MobileMoney,"Une transaction de 150 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-22 07:37:52. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 479 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9267388655. Id de transaction externe : 5701103334918267085. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
2024-06-22,13:24:14,Received,MobileMoney,MobileMoney,"Une transaction de 100 XAF effectue par MTNC BUNDLES_FORFAITS   (MTN_Bundles) sur votre compte d'argent mobile s'est terminee ave success a 2024-06-22 13:23:52. Le montant faisait l'objet d'une remise de 0 et de bons de reduction d'une valeur de 0. Message du destinataire du debit : . Votre nouveau solde : 379 XAF. Les frais s'elevaient a 0 XAF, les frais de fidelite a 0 et la recompense de fidelite 0. Identifiant de transaction financiere : 9269975768. Id de transaction externe : 2751021510363434161. Profitez jusqu'a 200 Mo de BONUS en effectuant au moins une transaction sur l'application MoMo. Telechargez l'appli sur onelink.to/8738x9. Pour plus d'info, appel au 8787 ou WhatsApp 650528787",SMS
